Xm,Ym
1036024.032130674,1291955.558971485
1032267.248836052,1290972.312750972
1032190.319981699,1294522.458588516
1032153.27990728,1292484.606719068
1027815.39688649,1289630.032966613
1028462.332453844,1293267.221962828
1031133.081311207,1289574.729082096
1027657.573101441,1288090.424829931
1028919.350012575,1291318.132671337
1025625.094772587,1290374.237993261
1032404.033709242,1296661.389928628
1032099.348162727,1291751.262781134
1028730.380840005,1292042.033317987
1033892.040048959,1290540.317171746
1029137.129177278,1288854.322652257
1028124.656955212,1293814.002077218
1031386.185710302,1289317.380807587
1023528.542922867,1291570.251943946
1029011.16929717,1292164.869500339
1027524.691148626,1290554.741500965
1028791.230400607,1291555.69165604
1034332.956598867,1292563.830364156
1032738.016853725,1290262.083187471
1036001.798040652,1292670.703583501
1032363.676264879,1294692.465818222
1023687.903797572,1292188.16156523
1024784.244375792,1291197.17860112
1032566.496852599,1291043.154245715
1024607.18854691,1291956.51542007
1024803.057300263,1292192.766361788
1028209.185501301,1289911.893664312
1034371.980865269,1292302.164016498
1026244.880154595,1293666.309916439
1030683.404968413,1290905.623034398
1029787.25561235,1292457.87962302
1024368.808968019,1290072.374845068
1028635.950808537,1294865.848341274
1030544.064187675,1291138.328664353
1030759.514174417,1289969.630763426
1029393.329686556,1291567.753191754
1023942.696297868,1290401.378263521
1034506.340268037,1292174.574714664
1028878.724151511,1292114.250886365
1025928.559148211,1289190.189078744
1033161.664914899,1293110.373173898
1031545.668277423,1291048.005731213
1035716.238995593,1291592.246167786
1033330.629563274,1294335.175237438
1024992.247257854,1289237.742158518
1032659.418865228,1291240.8972008
1031885.542914324,1296200.526199853
1031499.025994936,1289140.092653142
1027454.805762862,1290271.312542954
1033049.467876092,1294212.965383204
1030154.576498295,1291062.02775417
1032714.628498398,1290648.651406908
1024399.270771295,1290494.212174154
1028987.883315298,1290925.902616835
1033751.557245234,1292218.741667215
1029246.869203397,1295199.495972071
1029402.826111862,1289096.757167129
1031476.093017807,1289891.349558848
1024010.212795001,1291622.689963105
1031371.845879498,1288944.33035297
1030854.483056045,1288489.740950405
1032273.522599222,1291626.598641864
1026836.022283719,1293999.282800462
1032413.411017272,1291787.530581362
1026591.631701933,1289809.455663093
1029705.142709772,1288512.867470933
1031883.031058274,1293438.241587288
1028701.073666115,1288131.9924271
1025185.360905916,1289788.395488959
1029619.150317287,1288166.698244011
1029239.45201923,1289586.050581928
1030411.690459235,1288105.421887707
1030815.128156157,1288097.153150795
1032814.033977843,1291711.055382668
1031100.795115151,1292851.909305258
1029796.192347349,1288969.607873333
1024157.918428751,1291355.33539607
1029924.472463752,1290246.165692647
1029078.908541712,1292308.258497181
1035191.849513285,1290930.869799098
1032332.656730847,1294317.483620044
1031577.329916626,1289706.56745459
1031262.584205474,1291420.264850686
1027420.994132501,1289822.735819534
1027770.375408279,1289151.241466509
1035791.130584196,1292275.403406101
1033741.941494485,1291993.255265745
1030954.151421582,1289848.085588471
1027885.408615293,1288894.856564515
1025383.062001754,1288794.389701173
1028220.386122578,1294703.410469622
1024508.172341128,1290942.530190839
1028570.241666315,1288336.628296893
1031736.278424224,1290018.142200834
1024211.310682725,1289686.926987763
1032085.004609285,1292059.920371216
1024209.473305624,1291730.170133879
1028877.900517376,1292283.618133018
1030468.089835703,1290606.576643015
1028164.936883407,1290231.760451525
1032731.574885331,1289353.225330767
1033443.485398471,1291263.122330905
1024451.092763456,1291113.418835322
1033334.466656251,1292612.744958274
1024433.467493905,1292442.54156074
1034163.021681848,1290813.92001573
1025537.183754258,1291338.837033691
1027732.282234132,1290800.506394666
1028134.657589362,1288525.279995068
1035772.850986571,1291184.158078172
1035406.570430764,1294082.529416132
1030852.943390182,1289157.302128665
1034881.885739889,1290900.40420723
1032025.603145156,1289574.260312497
1031107.671034013,1287668.505585612
1030173.824484396,1290369.610462991
1024002.44592916,1290819.713510298
1034152.286604318,1292544.914212344
1031582.274255167,1292373.792280549
1034046.910520924,1288587.114607824
1031087.568301565,1289953.673924875
1032465.412117786,1292313.151864299
1035728.572891946,1295034.23756865
1028260.133228383,1291099.404042208
1026081.560712185,1291073.012340785
1030089.276800825,1290012.57883872
1031708.919807476,1293164.676302315
1032453.1963479,1289078.339878217
1031063.978474,1288764.420420574
1031486.473165669,1293458.320822224
1023801.623217245,1290821.055434611
1030929.822674751,1292448.337215961
1030929.493743396,1290186.57776069
1024989.28095476,1289669.55550941
1032177.39569931,1288800.033596165
1031120.985138058,1295150.928182225
1023330.799688125,1292084.736707238
1029745.993112375,1291941.014895378
1028203.127835944,1292363.972621824
1028367.871308144,1292579.209491939
1031592.93538652,1290503.826371215
1030037.71009479,1287183.464400765
1030238.559919646,1289489.991894694
1031879.981881161,1291840.113027778
1028347.938118314,1286903.722074485
1029786.000698811,1292699.58614713
1033052.289331226,1291551.598384368
1023633.873005128,1291914.018560284
1036114.948006207,1291019.227549467
1029895.656350594,1286806.599205788
1034864.05804793,1292505.94014933
1036093.22940876,1290829.917008892
1029462.383486678,1289717.139693598
1025195.246324778,1289372.100358885
1025409.191425529,1290127.833220794
1025280.984414111,1290654.613775072
1028916.382994616,1288716.849550317
1032343.411927844,1295030.453317069
1031486.304587132,1294309.448815815
1033750.63817681,1290416.979657402
1030090.905561803,1292143.822282171
1034891.468326673,1295379.032748088
1027135.172826397,1291328.800758763
1035094.938285799,1291350.149262631
1029204.31068557,1290396.301733162
1030641.709467633,1291394.194159013
1031044.647081982,1293875.06971551
1025400.535793526,1289885.137002475
1028854.093924435,1290099.353980527
1025256.022647814,1290290.127402647
1034894.630958717,1291253.182756524
1034825.886253215,1291967.433318211
1024048.070845757,1290671.510431573
1030532.413275493,1288466.062311054
1029220.688268808,1292418.924343658
1023876.167744574,1290570.439036611
1034219.270960423,1292283.52367811
1029557.45393107,1291288.049521866
1035320.033670786,1292549.23817146
1030386.42556678,1291995.068617558
1027499.864259978,1290907.058501813
1028389.950224221,1291969.732380732
1028214.97301264,1291938.515456769
1030623.077484946,1288759.636826359
1031709.924187636,1290606.799677003
1029430.146528849,1290918.371304012
1035943.684629356,1293794.350950478
1026179.110311632,1289885.690003785
1030986.598941752,1293561.904988927
1024756.691634163,1290194.500676342
1025475.407333186,1293404.967872386
1025509.185701007,1290449.981494804
1025515.563217126,1290536.467396467
1031984.31533562,1290078.752840889
1030287.799952357,1290124.410048148
1031914.380554668,1292006.844402448
1032624.792009253,1292501.716451609
1024668.475044475,1290468.609011924
1031724.204313174,1292442.671603753
1033537.404218406,1290729.01437258
1031290.872742603,1296102.18354322
1024245.621041271,1290903.430425157
1032798.312869949,1289983.772025836
1032242.256801718,1289855.6214356
1028952.830614197,1290366.219456125
1031541.523769824,1293712.911036306
1024163.98260302,1292740.695532481
1027719.859810424,1290504.091216463
1031657.165693273,1288812.077629681
1033371.754420533,1295005.454466831
1032101.799357329,1295125.599147946
1029863.613850399,1288764.688229678
1031647.509231164,1292896.000125092
1031421.610372441,1290775.964536061
1033280.066857983,1292163.109880137
1027502.258505435,1294367.178054404
1027106.359266517,1290377.404581388
1028786.729337916,1287726.136408043
1029218.017995595,1288157.356567708
1035286.179180192,1290160.602924215
1026541.388502587,1293847.554909082
1030949.798232027,1290697.203969032
1024277.964856601,1291155.58056274
1030742.568351229,1287676.199027622
1025004.775698344,1291199.780976949
1023421.110206038,1291786.65341313
1026382.39381368,1288330.746444637
1029017.989794962,1287871.164031766
1028977.324443557,1289343.758494452
1026227.851118028,1290367.466888938
1030889.919566534,1292151.644299285
1031037.077269655,1291894.380659042
1031894.746002177,1288520.880068532
1030449.617692477,1288843.058764033
1034277.68353286,1291525.050336008
1028186.621959242,1287641.324595804
1027959.207697611,1290973.198913599
1031575.452747626,1291362.099186275
1029679.775955578,1290120.244799835
1029687.561103499,1288673.519923881
1035028.943050946,1292642.984355166
1029148.779493803,1292509.926446345
1030529.224384283,1291731.069185871
1031882.213597797,1295300.041268951
1031293.666309923,1291604.666509631
1030054.613736277,1288120.037471146
1030018.160536517,1292816.730359882
1035190.983689051,1292625.738566124
1030686.023914047,1289668.414294047
1032808.183908183,1291934.523280231
1026991.963105664,1289870.948323308
1035650.623847809,1290503.562853134
1023620.605108703,1291253.515933304
1028967.283003585,1289709.409250493
1024587.749356624,1290615.196864487
1032336.992215903,1291282.800191518
1032437.680913265,1293018.894440188
1023973.568582466,1291980.008212902
1036043.198011914,1292324.708889026
1026498.651340313,1290168.187689811
1033073.669609469,1291792.627154339
1032154.218465103,1289314.23808916
1032860.325449252,1295479.835441962
1028296.313191052,1287919.884342085
1032840.598464356,1291397.235781019
1029686.742403415,1291053.521621965
1025800.624673341,1290096.108734983
1028203.65591324,1289212.837672389
1031873.416028343,1295642.33533335
1028863.312114683,1289953.245927814
1027761.363344857,1290992.769332058
1025944.692138706,1290948.107020241
1027910.382512253,1290731.055620793
1029309.474675674,1290799.63404503
1028588.057303362,1287935.586598255
1030636.865344818,1295703.10903642
1031784.943786832,1292123.445178389
1024138.626530516,1290398.026188548
1028216.470654389,1288962.560809264
1032493.026973475,1294209.824897866
1032233.983255066,1292695.361182686
1029385.036273465,1289971.528372477
1031281.641099258,1288086.995679695
1032203.1155197,1292942.69083079
1035062.060471524,1292840.07571455
1034618.165613189,1292434.757731196
1025609.922132644,1289986.45126262
1035949.28103142,1291673.350885365
1031785.092651144,1295019.174641212
1034654.096228837,1290060.213356785
1033346.885034868,1291778.382057015
1024814.985018379,1290125.018339037
1028941.422063728,1288499.187241168
1030183.552448683,1290654.485905271
1027873.305329057,1291546.213060068
1033021.607304999,1290730.386086445
1033466.863696438,1290145.837934662
1033315.463947121,1289994.550060327
1024690.429182664,1289655.437058324
1030533.927876475,1289486.169091586
1024926.487648159,1290182.019568943
1033092.103825925,1292641.17141123
1031613.186300054,1288253.404519697
1031392.054886573,1292754.297893139
1032685.756045137,1292202.263817028
1031144.535952449,1288451.355085157
1030991.517061659,1289638.176140807
1030205.618883466,1289861.472940202
1032223.405498255,1292327.80407806
1029590.900213937,1292738.286498952
1032536.6261818,1289687.707323348
1025724.761845862,1290727.797886177
1029766.389745797,1287547.49546471
1033005.17350378,1294723.532440097
1035631.164891103,1291241.376076049
1027381.010851286,1290980.371000057
1030410.26052971,1291209.693449555
1029662.578507347,1288964.636033269
1032512.570699924,1294557.515911715
1031262.125771043,1293143.425408793
1028873.445125832,1288155.917079081
1030359.927622813,1289973.439619906
1027360.106217809,1288938.440325935
1033027.662478789,1295556.770641382
1025765.439591369,1290424.847645098
1035523.220662615,1290937.993260161
1024908.296458166,1290263.716425835
1027504.995853848,1288696.630104156
1032063.195863131,1291148.509991237
1029726.031888056,1290307.590078296
1029168.86654336,1292325.815781809
1033572.822168061,1292567.64513132
1032850.643953646,1289517.148362109
1024558.765756541,1290263.017762546
1031724.608176956,1294177.615515514
1034167.534787962,1290058.248737128
1033515.568406462,1293083.202500172
1035148.878063673,1288472.070092439
1031967.244568204,1292317.005140187
1025362.097377179,1292048.702102873
1031656.54717394,1289101.999230698
1031797.08642539,1291551.822049006
1024834.509898956,1289197.627758987
1031934.143891565,1287776.174633437
1027756.784034278,1290316.575671695
1024994.910743978,1290319.36243723
1032508.306350218,1293699.610718135
1033626.649069225,1289682.592983634
1032575.805575853,1296159.006343873
1033999.196126459,1292095.561370056
1028300.101502622,1289593.726740411
1034370.601227665,1292000.222314493
1032995.135207739,1293996.05186517
1030230.362258337,1287805.723869207
1035046.314031529,1292124.009432043
1024920.707219345,1290057.61986527
1024836.155536386,1290036.160629288
1032653.697967133,1294290.862092139
1032848.548227366,1294351.807629089
1034921.205150371,1293424.572790298
1031734.807867992,1289723.008708147
1030508.29428088,1287547.019865916
1026704.826941221,1290833.319122022
1031057.921928753,1289350.507529169
1032017.65848279,1288674.832183865
1034684.269675561,1290398.619480872
1032360.523219504,1292048.461423484
1024765.832182897,1289523.567961528
1032629.288858862,1293197.132805042
1028173.323579723,1290875.009555031
1036011.807235082,1291450.35174153
1024688.95849324,1290332.986107869
1031782.278680315,1295439.136433723
1028698.897834144,1292384.6922295
1025445.023270876,1290570.608914227
1030679.873503768,1294539.394879368
1025438.486878951,1290394.426226673
1035981.113302295,1291348.515352481
1036030.213630648,1291259.93447914
1026459.297259421,1290819.223605714
1033354.735823303,1293779.59610904
1033178.876386728,1295412.96494693
1028646.132226438,1291534.54096317
1026662.227914853,1289594.76254559
1030005.613187772,1291806.447784743
1027688.110440449,1289458.387647536
1024480.249827775,1290414.278895966
1026861.541795716,1289247.50847132
1029578.816173229,1290666.111488832
1034638.92090258,1292232.921945921
1027804.792022417,1292926.139482663
1028819.076333897,1290682.5766875
1025163.504913204,1290004.242966008
1032401.404257257,1291060.101385358
1033609.916746475,1292778.901049741
1031230.72091959,1289692.022939379
1031181.885937084,1294630.387333566
1030845.503358537,1291154.636435752
1032269.102227052,1292491.847716473
1034198.007201919,1292132.753181096
1028828.471949205,1291195.502894319
1033919.323732906,1291811.142978612
1031107.466402422,1295746.444051434
1026326.603782513,1290763.421202223
1024975.008945924,1289945.728923775
1025065.647198065,1289970.559336958
1034404.391111728,1292436.61121139
1029177.718172438,1288490.999461693
1030127.964661466,1291598.700084546
1029981.354109585,1292366.28785357
1023685.49709292,1291611.419448854
1034767.241025122,1293042.609847976
1030660.810516065,1290363.431912195
1035426.9062956,1292801.521199296
1029228.382085028,1292200.42703222
1025952.985091335,1290155.797052363
1032592.507857897,1290491.084308696
1036005.811072025,1292901.224458463
1031581.424686133,1291508.708652769
1032334.49526741,1291904.967218945
1032053.717374291,1295375.333671858
1028761.729728867,1289166.343771907
1032169.366141382,1291889.069522338
1032154.368375471,1290375.440499895
1031262.902580303,1293378.644876793
1035974.734152515,1291173.13337127
1032310.146923181,1293206.173536687
1031855.475933579,1289540.71116304
1035863.860452575,1291981.370588747
1031605.055931047,1296018.509877014
1030237.813248059,1290785.827779715
1032322.413638725,1295379.134834102
1029592.61039918,1289490.380667683
1029788.931708434,1290772.843147694
1031988.330575315,1290582.795395307
1036140.68373841,1291264.455181161
1035114.704378446,1290424.965442894
1035726.087128687,1292957.767634026
1035735.965246571,1292434.691397339
1026884.570084526,1290589.306133279
1023790.566308695,1291388.802238269
1031202.191306172,1292314.211133129
1032972.574358447,1291686.878327812
1031465.322544385,1293012.955692108
1029128.285359689,1291414.206801024
1029439.300717108,1290411.770878964
1033479.013833696,1295591.976633415
1031932.566503328,1295149.055977389
1033275.863893171,1292403.233772494
1035268.734437939,1292160.835547515
1032383.856380286,1290540.774117351
1029076.090587478,1291598.180567708
1034413.715335394,1292848.401771897
1028916.951156162,1292591.901306222
1024768.583474126,1290498.106037969
1031603.303488734,1291957.872712059
1033133.22295307,1292408.668135437
1035645.857681319,1291693.834128788
1032587.030568156,1295502.411503846
1034311.721602755,1290505.332600014
1034436.453956309,1291767.997079482
1031590.920855473,1290019.289747411
1029201.663349375,1291117.211916745
1029085.650667892,1291018.743237188
1033672.855395293,1291175.416426245
1033552.817602523,1292378.693806869
1034681.732525954,1293466.7034098
1032500.839979972,1290191.258987196
1023692.306366911,1292547.364795105
1028531.412489684,1289929.179251998
1034947.30272223,1293217.699882241
1029242.545334,1286587.181098632
1029105.5914303,1286769.156785881
1028044.189197331,1292154.562103218
1026545.523646076,1289088.734495644
1031752.988577797,1290281.441997722
1029459.657852135,1286932.879899358
1029124.553741044,1290650.642559926
1035814.236985389,1290904.307085565
1028198.227741476,1292972.361549201
1029209.631263616,1288650.634079451
1032539.120835897,1294838.503216926
1033911.33586726,1291078.470931726
1029953.694821253,1287651.48671649
1024274.598213318,1289980.802198847
1028557.645982891,1287480.252421503
1032190.513142536,1295291.793507599
1024634.137078725,1290143.655998142
1024169.165704121,1291906.186538318
1023982.569963362,1292401.058598428
1028087.626736394,1290528.961247904
1029394.523284052,1288673.922794589
1024978.155047959,1293167.430642972
1025912.027824954,1290557.560516118
1035431.747937975,1289310.666517263
1029678.223638624,1289237.168565591
1032404.141712859,1290743.994752422
1025143.906180265,1290447.912592676
1032439.678868512,1293465.892468849
1032668.971899464,1292953.977533147
1031319.344182274,1291769.239343906
1024395.425678288,1289825.202956217
1035397.015302745,1292435.751340195
1029148.003758485,1292110.088902207
1028022.544543238,1290262.480657026
1031384.534670113,1287622.806690634
1032236.031322935,1293872.822224103
1030882.865664523,1288648.016921564
1024843.03186015,1290426.677932065
1035309.011001303,1292002.02631643
1024196.318767106,1290659.433605959
1028586.667374458,1291282.626260751
1028236.281420695,1290366.441085163
1031444.789489698,1288593.989622428
1027015.439097312,1290699.392184654
1029022.237726786,1292880.945121664
1034123.787985831,1289603.764195835
1029412.50005422,1288931.176351744
1028686.378347697,1288484.590047176
1027244.374922955,1290882.997444714
1025486.814424824,1289573.05793249
1033025.405531605,1290187.195175505
1024350.680901813,1292032.341910956
1035074.187418111,1291916.848288324
1027784.469162651,1291216.287129845
1036080.734828656,1291689.429654873
1034521.469095145,1292036.315078841
1034955.309403075,1292439.852721414
1035099.956655639,1292375.056498759
1024517.699663793,1289162.894366
1033934.627535499,1292558.099149611
1028303.380326521,1290614.066056449
1031323.135578664,1289582.093259458
1032649.957570626,1293934.373953999
1031153.571480411,1289140.19282982
1031879.957482398,1290355.730269681
1031393.88744047,1290435.404817064
1030826.350810662,1289469.104833487
1033345.768691626,1293355.150881439
1031232.687286585,1292527.54504614
1028276.735651759,1288665.645599528
1029805.851741456,1289645.630837917
1032278.767479309,1294056.157278901
1032062.026002536,1296000.756069874
1031577.385484859,1292223.6374882
1026443.530121797,1290542.662681985
1030708.92320129,1291928.223438445
1035537.645439164,1291117.738941335
1029887.803935091,1290978.059025697
1031872.563841533,1290513.52155288
1029457.351739507,1288482.361012786
1030168.704051147,1290103.434717239
1035208.115771761,1294641.024992924
1031606.907441154,1295061.756858309
1029537.553494388,1291576.480204435
1027935.173005596,1291584.740744815
1029369.608051383,1290164.318862985
1036008.521110186,1290181.185970202
1032285.651407333,1293433.574289818
1033686.68957235,1292572.435895836
1029500.030588705,1289411.991500019
1027442.135959543,1290674.181611441
1029895.206679262,1291175.355867808
1028098.801457392,1291137.561535091
1032289.203066736,1294846.747025297
1029846.447299766,1287251.881653344
1024130.815472953,1289828.060514222
1033057.734827751,1292279.651799491
1034191.448079348,1291756.977525369
1024292.831781914,1292240.306437237
1031212.259896839,1290533.183457816
1030640.704772397,1291250.648343014
1036053.141356219,1290493.265162022
1033672.982825319,1292369.054202387
1032750.864961494,1291522.989549769
1034545.451510448,1290879.250468925
1030027.33096339,1291397.341838845
1034443.032842217,1291610.559580088
1034138.089154687,1292392.247375231
1030386.551648692,1291472.296073721
1029777.339502995,1287900.984966872
1024976.295613536,1290113.04820342
1025088.632106748,1288877.652732575
1035942.237981248,1289303.311447118
1031149.398419124,1292133.250434359
1031293.879564708,1290063.719674268
1025516.605164157,1290162.698763282
1035132.252844821,1293540.685093571
1033788.853299163,1296049.011381128
1024941.671130294,1290432.854290854
1032849.445838616,1294571.805367135
1029021.683469869,1292239.299674262
1023394.278306925,1292408.26564824
1035538.678719658,1292681.448840633
1028774.429998649,1288755.031219994
1030490.173390653,1286578.649489555
1030434.919259211,1290208.599763813
1030551.462070002,1292056.484563047
1026556.078294688,1290652.09054007
1031613.169056743,1289453.017190284
1032902.807088849,1293026.259776934
1033889.394016959,1292433.38037638
1024162.974594265,1290208.926035301
1030173.524237565,1286395.664075921
1035923.405451858,1288727.247109373
1030841.842359513,1290570.865282514
1032856.191243694,1290352.130855872
1033909.620539034,1290090.033781454
1030977.521950487,1291564.938728035
1031889.415942838,1292542.83686477
1029232.405842863,1290548.28172979
1023557.870526816,1292068.71028884
1029076.490245901,1289898.850210001
1035357.718767277,1291768.541090107
1030384.02915973,1290517.79982257
1032544.352977782,1292926.802041013
1031154.493506516,1290914.479114302
1033473.574669514,1296251.806709908
1032730.607250746,1295536.64209747
1032185.310822167,1293592.908294153
1033169.537049243,1291315.109992934
1033932.767628439,1291518.131192799
1027185.781519777,1290581.817962307
1034573.41129675,1292636.847463669
1029548.726626701,1292389.475182449
1031507.330909538,1290191.84065438
1031187.063236959,1288658.816659759
1030175.780675478,1292646.957344932
1026463.517672604,1289528.111791917
1028835.509719833,1292511.953485812
1032465.182493075,1295561.845986648
1027686.316969648,1288412.926415499
1034849.293881408,1292337.391597985
1030965.360772048,1289073.117304996
1029600.729133209,1287749.248987221
1033360.804385376,1292493.761321515
1032438.794715425,1287224.631571562
1031110.204330785,1290432.164462856
1028947.88565461,1292423.942682643
1032008.641401437,1291655.806841445
1029643.073397995,1289863.255452714
1034775.378996052,1292104.868127026
1034630.336119273,1291452.151138995
1032057.430483123,1289879.903568337
1025306.028302222,1289808.016222334
1035607.160313458,1291824.673215778
1029454.926272871,1287927.849346559
1024524.431217894,1291733.349054344
1031835.038044375,1292273.490427679
1033860.95349527,1287717.289512021
1033749.321623554,1291363.029555849
1024912.36154454,1289891.4542487
1029356.635087826,1289825.47268744
1028505.175729541,1288746.759098093
1030111.162976376,1289051.68689375
1024986.053584605,1292595.132978456
1030916.693005972,1291299.45452395
1032988.265100245,1293570.322998534
1032086.878231531,1294882.491610753
1033517.56520427,1292001.01362221
1031555.620649318,1287814.410915421
1033736.241085669,1288295.286075576
1028941.325469073,1292024.63561783
1030953.081345201,1287186.216433422
1027436.363505267,1290423.736807866
1027990.038588676,1291798.467537377
1031718.037114684,1289246.728716468
1026691.889691061,1290412.671029843
1031595.137489026,1295321.118132628
1028035.256779416,1289954.630608503
1033312.314784613,1289164.705563146
1029360.54792484,1287221.487177128
1029487.946223725,1290198.799943487
1028998.582862623,1290478.641590518
1032223.846347471,1289637.58360089
1033142.403238002,1291131.686440113
1032569.69488003,1289230.870355482
1033679.903647907,1293069.733941443
1027291.145079571,1289955.520313579
1024547.310605324,1289408.33719996
1031766.523620523,1291762.126717273
1033482.933987969,1290969.480942425
1030934.547942439,1288824.108926421
1024217.707982852,1291033.656480024
1035050.722912397,1292964.562836317
1024390.4632328,1290198.22778948
1031857.886815515,1289281.491315233
1025103.996451476,1289682.186462641
1029821.736295152,1291497.788757787
1024624.346873751,1290893.806210157
1028200.979563411,1291387.793209962
1029473.983107708,1286776.197279741
1035482.459557266,1292978.038823016
1028934.476769322,1291627.091602079
1026837.853378301,1290161.885065458
1030811.366478211,1290082.747846566
1029964.730601426,1289403.728558271
1032277.929239805,1294439.87901693
1028752.930019598,1292272.327834114
1028697.503397336,1292166.963013878
1024472.490586614,1289526.763377126
1032296.92399612,1296066.720391367
1035656.387710659,1293339.520352622
1028645.642572611,1286590.93971758
1035503.11499764,1291405.84943298
1029506.339757684,1289979.6594298
1029826.43899485,1290626.274308765
1032340.065413821,1289478.147127024
1032040.693238801,1294218.437483678
1031752.168626978,1293800.144570368
1027107.891821135,1288413.941988333
1024866.739226314,1290815.451534051
1027565.6300405,1291141.554903644
1026520.659618887,1291119.37087975
1031332.42760443,1288692.103772335
1032503.158084854,1291497.706641922
1034242.889434931,1293460.524988477
1032278.247921363,1290063.38932532
1024343.12997554,1291450.97704303
1031035.385933577,1290086.35534921
1023966.480447822,1290225.969738851
1029433.526816736,1291253.444493742
1032293.572331343,1288952.954554256
1030531.059432863,1290127.23365852
1029028.654052737,1292054.926312349
1025674.48466867,1291070.321142812
1027686.442906716,1287779.511247737
1034236.861183158,1293055.372077232
1034529.849587058,1292859.683120444
1028791.998827615,1292924.195802507
1031986.436917069,1288055.753511573
1027308.42055626,1290695.316846404
1027016.818818002,1289667.87176775
1033226.163034385,1290935.998586016
1028704.322778324,1290485.132581511
1035239.797476194,1292848.260363116
1029343.572792737,1290600.159686154
1030060.240766026,1290976.405036176
1030582.25620446,1292196.987105204
1032829.816091747,1292608.482451686
1024432.94962209,1289326.249425997
1028689.171728758,1289723.43295531
1030369.223065636,1287930.346608585
1035331.647690132,1291301.467528343
1035246.672135189,1290636.530524232
1034428.511133887,1288299.463609803
1032000.771921592,1295778.638111693
1029224.43892461,1289093.326607103
1032091.575166349,1293870.913461123
1034836.053762156,1291072.925055476
1028127.780813081,1291812.54777966
1031963.078859082,1292946.282201953
1033305.32930465,1291352.165517859
1027813.107800663,1289819.797355563
1030350.875106994,1289207.145246601
1029931.449466087,1295686.180357568
1029424.762894948,1287606.297375911
1026724.552121381,1289909.548030774
1034525.709060482,1293676.122331854
1034883.577011777,1290531.936037123
1029584.237748024,1292209.624791189
1028974.699567935,1292477.854361636
1033215.640943927,1292670.963207115
1026195.562881593,1289618.263539435
1032072.007869732,1292237.530363637
1033480.625618529,1292278.72692096
1032699.857087828,1295264.557720606
1028492.007222957,1290361.201731653
1030289.562518147,1290375.415931829
1030696.841723499,1289369.077061156
1034033.403300929,1292325.401464808
1025187.936427164,1290222.887497846
1036040.021516635,1293311.833944415
1024969.370695653,1290691.324237519
1025698.27023316,1290217.16188194
1035831.805183927,1290583.564526004
1028435.392489957,1292128.354048262
1032879.266520566,1291086.479714017
1032547.118185352,1291849.237903547
1029013.067995523,1289109.148766723
1034544.75191674,1291331.960311985
1032939.822165105,1293265.630531626
1030250.289654491,1292093.067799288
1025207.015361368,1291654.456749954
1032773.98541488,1290908.324140029
1031951.199085097,1289084.363179198
1029767.481597864,1288169.457374107
1032272.153484929,1292118.678222181
1033499.226708673,1292625.985845926
1034901.070702638,1292215.386696937
1034137.960142853,1291329.710888891
1024663.508885262,1291531.533756681
1027669.080480679,1290633.712211532
1032063.365848909,1293340.288461426
1029738.728661789,1290007.798761082
1027782.075087453,1290088.782665476
1025285.500261481,1290482.446660749
1032212.889033586,1291499.507491299
1032430.015779988,1294059.670705124
1031868.678306529,1294874.957472092
1035974.297803055,1294614.248837642
1029523.779070241,1290330.086545966
1029023.620706676,1291978.803270547
1028631.573514713,1290320.185631609
1033141.247151023,1290285.507441421
1033318.894398273,1292283.033851128
1033033.856288522,1290484.637445751
1025882.797109695,1289774.000691239
1034448.278064556,1287873.90725286
1029753.236545193,1292193.643766308
1027328.800731927,1288124.851390837
1031755.329078908,1291143.376440496
1029601.278921109,1291967.971129875
1034558.2808864,1291818.096555214
1036123.386231207,1291440.395535889
1030329.824142094,1295900.701524856
1032130.380287405,1291262.131258021
1029194.194796883,1289697.672036205
1031858.640889983,1291372.170029217
1033119.843508217,1291944.727980425
1027549.86507929,1289943.715137147
1028424.881396433,1290831.424745947
1029985.498945211,1290626.090732121
1030423.945192017,1289687.168447747
1032738.630671506,1291825.689785992
1034015.137230746,1291655.333235881
1032195.301761986,1293105.383267606
1027021.679576825,1287769.918921537
1031771.009519368,1292902.970585259
1031789.358102335,1289865.551977196
1028480.811326767,1291746.158784629
1031184.983221492,1290272.166628686
1025794.879315427,1289324.968837824
1029052.217040366,1288750.220070285
1029906.492616382,1288459.320449243
1035307.458248335,1293338.682914097
1028063.016776102,1294129.520646585
1024619.505164616,1291207.331311398
1030757.843671004,1290459.824147936
1029202.291483677,1291999.546084867
1025515.559309691,1289907.955921566
1024345.203969031,1291636.248343904
1033088.029241434,1289802.424895908
1032893.911747292,1292073.164596397
1035050.897195085,1293105.22083412
1024786.54186034,1289769.662548095
1028568.91641518,1290553.868462687
1030566.906376614,1287192.687729086
1029286.321727476,1287723.643981519
1035877.130620162,1291495.00005941
1027121.907054291,1290187.334132313
1027322.314286817,1289287.435490223
1026745.56230722,1291191.93430809
1024815.704827595,1290349.563587748
1033269.792873659,1291986.456898259
1024284.283666861,1290731.344225078
1027010.02526895,1291254.905856741
1028554.61293176,1292459.733198368
1030708.463318585,1287873.211037209
1033442.915336421,1294099.377693335
1028949.679870213,1291945.71127322
1024359.175536224,1292896.745016714
1024764.226022542,1291013.348579586
1034693.732355894,1292332.892085574
1029024.633165935,1291939.789810288
1029611.764335544,1288776.019587467
1032156.005434846,1290130.97468971
1029865.40872962,1289097.015871861
1032579.339888093,1295161.455051821
1031994.527386477,1294013.021792423
