Xm,Ym
1033394.138255918,1292251.392125153
1023959.037357449,1290132.269972827
1035798.466501485,1293624.748883701
1027683.639243738,1289614.228831935
1028122.236246526,1287997.338892247
1030021.479118792,1288395.993450636
1032814.488117241,1290227.343378844
1034447.413175323,1291994.884548888
1035468.571668999,1293100.382783943
1033090.681381988,1290407.491836197
1030324.673709036,1291892.384959145
1033916.841021106,1291174.262017774
1030597.328333297,1290181.372315943
1029577.138044094,1292302.134192412
1029947.664810272,1288560.096552642
1025847.244423686,1290820.330425315
1030616.141701238,1291974.947880575
1023462.337114791,1292497.546000102
1027424.461396326,1290586.427780426
1034745.633719334,1287874.747325954
1033896.138301014,1290413.019999546
1024725.491904309,1290245.033586243
1028095.048525297,1288381.78562509
1032829.506398566,1291844.254752861
1036112.44822972,1292214.602531859
1032060.605472234,1291330.241112646
1030979.446048961,1287999.080349137
1027971.526453364,1288764.975201991
1027635.241230818,1287225.766452008
1030880.045430959,1286997.973969752
1024507.085624318,1292592.932401281
1032269.565584855,1290309.170251983
1031900.786372618,1289205.474526352
1031552.50574542,1288594.634801253
1026133.482786355,1290950.095450963
1035061.370114285,1293718.512659266
1032289.713266904,1294146.209087959
1032247.8766439,1295354.242338866
1032334.139808325,1293870.625722281
1029519.861873527,1290531.878756935
1031277.633083167,1290300.710749854
1030725.761041979,1290049.437946066
1035951.074987013,1291046.672598574
1029054.138060783,1289982.576687578
1030125.527727399,1288213.716983464
1030025.315905126,1290060.331880813
1028616.045229909,1290968.262822538
1026593.346092985,1290378.419107828
1032347.359564577,1292997.364667097
1031084.112324485,1289659.399767626
1032254.216274553,1291918.274943849
1035851.085451701,1291547.367379935
1032041.718076753,1289119.079089897
1029647.937393251,1288880.940228756
1029666.769618328,1295633.482844835
1024620.242644857,1293055.043837235
1032620.031963264,1292883.98828222
1027525.027182794,1290342.805534464
1031531.936504757,1290078.194733688
1029024.739610237,1291958.516919321
1032939.888923473,1293885.008089638
1031384.483909394,1289815.002377701
1033994.350221425,1291878.628896529
1032311.640458387,1295713.079022249
1032341.650189558,1295883.252327864
1031632.030587106,1291435.213371964
1030372.733965741,1291733.300171172
1029623.007508126,1290468.455149801
1027677.161279879,1293370.133003433
1034587.86602494,1292158.301661789
1030330.662890824,1290754.803162936
1026393.019360068,1291415.752175366
1023580.903987703,1292176.235618024
1030110.44161713,1291261.345865898
1023257.989928438,1292007.322334145
1031847.062274374,1291465.970700607
1030705.157919946,1289784.121510773
1027037.345734022,1289988.201367324
1032414.025423712,1290634.994873299
1031565.45220328,1289063.837146735
1029390.612952551,1292745.430141512
1032957.684864525,1295477.084181225
1025479.627437505,1290095.812692026
1033912.64917531,1289173.177006349
1024957.70788629,1290372.690073074
1028901.522011086,1290018.548005967
1034613.624803377,1292013.227025629
1032131.99838683,1294263.460694147
1024805.113757678,1290174.868269468
1031212.153306223,1288394.020615364
1035314.388586775,1292456.205729009
1029395.402041414,1290836.209974678
1033005.813439487,1290092.624944397
1031962.799130782,1293351.864417304
1032138.826891869,1292299.138195337
1029308.459811508,1290285.321153156
1032458.673488871,1292524.065309199
1029551.137791583,1290747.290781115
1035767.17415635,1293924.705885363
1024386.881740358,1289988.485506962
1028514.419991818,1289749.145276359
1031471.016502276,1289301.854373666
1031119.413137144,1293385.194431138
1029926.238249696,1289211.826029823
1029525.951208457,1289666.107459396
1031173.256110735,1292034.45309385
1032382.790296528,1292860.493619877
1023700.725230357,1291200.790776856
1033467.710421436,1293368.458448238
1030860.429036089,1289057.682497294
1033546.899159272,1291832.26305325
1034301.051169596,1288527.447863613
1028667.132972739,1288375.710608418
1032174.285483452,1291786.537586505
1035311.539149141,1288671.518172883
1031651.149746366,1289760.885436683
1026494.792621368,1289777.393472456
1024548.954903203,1290092.04315253
1029563.195881632,1292085.727221793
1025729.909222139,1290149.024777652
1032901.596265072,1291193.305427157
1029114.684263373,1291974.037681309
1029721.949279696,1288916.752108673
1034348.109066012,1291596.829169186
1035212.382260639,1293957.112409283
1026061.845032017,1289437.59673757
1032403.778971392,1290394.201182134
1035682.76754937,1291158.933246932
1031865.427555297,1295387.599470736
1031782.834737387,1295319.204287149
1032507.273256128,1294915.655861055
1031666.057356226,1289688.382411977
1024193.887123511,1289782.261048059
1030440.900521148,1289766.534304995
1034320.046584757,1292648.596622674
1032110.496221179,1293566.141633006
1028866.753004815,1289491.130254281
1029753.105832257,1292043.203274115
1028580.302894404,1288191.517041303
1029224.133946975,1294901.893615861
1032485.90682969,1293082.66953697
1029364.68689591,1287109.486085572
1031197.559566741,1289380.681376152
1029353.251041214,1287966.981035871
1034421.947695023,1292520.582955118
1032239.056554729,1287058.863964567
1032241.169381431,1296490.715491669
1031562.215740529,1292139.707905102
1035975.232266347,1292535.630314495
1031071.984048389,1295329.155877851
1033610.217216785,1290406.665188991
1029146.200720707,1289593.98113875
1032710.834754355,1292302.385593201
1029469.924610773,1291508.032809793
1034425.305857809,1292171.371439525
1025235.013606496,1291863.820004138
1034853.241385733,1291363.279922008
1032146.707255362,1295495.642435629
1032614.096188647,1295992.948260092
1033659.718413349,1289842.216965232
1036053.489921885,1290934.680784548
1030430.888698639,1289067.802852387
1033911.476485941,1293447.138100757
1031666.912408287,1290053.097327802
1033467.011229214,1290271.983006073
1028650.731931095,1292462.160648397
1032404.502692265,1295342.011437323
1025081.153151847,1289039.941831879
1034062.01874556,1296055.26951883
1031847.638369421,1291936.151587842
1034164.388550004,1292215.94579599
1025820.017551917,1290992.637079971
1029047.944003961,1288842.021405791
1032444.378856969,1294138.514028377
1029961.10540678,1291339.689019036
1031680.560814768,1290519.659338207
1032967.447200582,1291603.923152288
1028811.915551685,1290013.757615831
1031621.734131139,1295200.213733782
1028270.220547326,1294004.985395744
1032281.822812447,1294527.72401244
1026247.077889031,1290766.901765287
1024420.623611885,1292299.94176347
1031934.712155989,1289610.413077875
1035527.901073441,1294289.411671946
1034303.602203815,1290899.26478958
1026330.900735331,1289576.768854307
1030187.932708758,1290973.775768883
1035386.487452047,1291954.527682923
1031724.65587783,1287849.433504606
1023895.076219813,1291386.190409391
1029181.175507562,1287553.801046143
1031659.789586623,1289970.058052684
1028011.043604083,1290037.111887932
1028844.502270653,1291635.664873322
1035430.334120176,1290615.484467104
1029258.991040835,1289737.054310577
1030766.057941175,1290867.84242604
1032361.225065263,1290970.03252113
1030200.10438141,1291527.088963964
1032828.715846847,1291000.163905266
1031668.840826539,1292370.638309085
1028173.606635313,1291083.499112927
1027750.4938356,1289008.032902273
1035552.435269391,1290813.56948825
1023535.355039298,1291664.512868057
1028149.632369559,1288663.982775626
1027888.801962336,1290112.061527911
1029959.789277022,1292693.687061394
1035103.332542488,1292611.092181065
1035260.565006922,1290355.003875154
1031265.871993024,1291696.828770144
1033302.737685108,1295342.577590624
1023462.412574668,1291521.251852606
1025425.714179437,1291231.209054197
1026132.11081981,1293813.757082169
1031939.877689723,1289513.877086042
1029035.748275197,1290861.434991862
1028001.850001774,1290361.06128837
1025475.615255552,1290364.862919942
1036132.040581815,1291766.076172522
1029254.926883047,1286717.761373901
1027180.902315349,1287954.037925762
1028618.214048807,1292365.539128399
1033849.189880019,1292317.177957015
1030925.941851838,1290602.473422738
1027474.56110683,1290977.331565758
1029157.611153734,1287370.951773827
1030923.971214275,1288391.125179894
1032759.692845029,1295199.197823277
1028802.031660455,1289366.222191301
1029621.354554398,1291098.729531469
1031445.574284471,1291065.683158009
1024713.35662707,1291097.233198943
1032085.23815612,1291841.586555118
1030730.198818885,1287995.080299351
1033420.721316154,1292826.415539079
1034960.890467586,1292162.405810643
1025345.79620352,1290160.306025647
1033993.292566195,1292224.566152219
1029679.518266573,1290969.842311365
1033591.280360006,1290085.841721407
1031553.351062508,1289848.059811259
1032760.764598191,1295333.437777212
1027281.891028117,1293358.538299453
1031648.54075793,1289362.52656102
1025226.947943928,1292560.180498083
1027833.339568288,1287981.802279665
1034945.530414959,1288571.997212615
1032351.547427776,1291816.5634313
1026689.260464271,1289709.179939548
1029775.724962117,1289725.719941477
1032657.914968716,1294039.062581356
1027110.284655415,1291692.538122684
1029117.561969307,1288687.212638448
1034113.432909426,1293209.57995946
1024389.134494798,1290647.04892074
1029107.823921694,1291114.787322744
1029165.760305752,1292388.877653101
1027491.961077655,1288855.081459713
1031888.211851676,1292097.529068341
1034764.053647006,1292346.244625677
1030603.145342566,1287684.228713201
1029113.860096939,1292349.707053845
1032413.146253097,1292243.299327201
1025190.812226681,1289942.100128262
1024188.868598756,1291115.497280184
1031892.195544234,1295051.3320883
1035107.255398238,1292295.426620312
1029280.371985629,1292386.549083422
1032575.845795388,1291223.785731102
1034192.95050766,1292465.326347469
1032602.770181358,1291665.558119126
1032136.986877151,1295359.873518256
1024428.775693046,1290130.073989464
1030264.85517758,1290863.764508159
1026238.129782868,1290959.873401917
1034596.586843884,1290249.575884041
1033138.501648664,1290499.626095301
1033421.596572955,1291702.363931485
1027630.714036598,1288568.943951656
1029666.662116045,1287851.072712228
1031527.524062433,1294438.333186392
1035546.752530067,1291889.516578475
1035115.600087615,1291142.194816273
1031121.877709291,1293694.803095375
1034613.090676705,1292344.79745551
1024137.434918872,1290712.554458311
1026485.648013256,1293634.514808711
1034620.160145433,1295337.322975456
1029072.852091877,1291931.268233907
1029531.461396487,1287849.733653728
1029900.278504699,1291776.986180098
1024849.592156192,1289501.036277747
1028246.696719251,1290284.782089246
1025535.010593198,1290433.54757582
1023996.401974243,1290323.19279118
1035818.03623157,1294371.196289684
1035935.537512876,1292789.646507329
1024243.083167233,1291825.960226515
1033600.587637652,1293005.95424657
1024020.106078023,1291153.547732913
1029370.150411535,1288432.326403068
1028544.898348417,1295089.841206642
1024285.91149714,1290069.219351096
1024697.697386765,1290940.820327493
1028931.159729894,1290434.866024565
1029965.692502884,1290557.95056466
1031263.013997309,1291062.468718756
1027305.893915041,1289851.096983511
1025513.903949102,1289447.006709301
1032481.886727824,1290815.289831199
1031372.479698496,1292148.176132623
1025209.175538326,1289492.581750243
1026766.313530052,1290005.445063864
1028502.409209304,1292673.515656866
1028910.263125667,1292810.394660619
1030759.979209708,1287209.557626293
1025243.196488991,1290224.538168762
1032300.125878128,1294765.786066908
1029984.831798539,1291160.565484612
1027090.746193266,1291063.624085242
1032752.598281225,1293653.302980466
1028980.826688485,1291400.892512491
1036132.482578921,1291632.011684568
1033291.708061009,1292541.850156349
1024207.399167989,1289488.437479491
1024858.288903337,1290110.941549268
1027444.719802116,1291519.257951036
1032189.681008422,1294077.646028593
1033876.235400383,1292794.286975727
1028166.770248855,1290006.323967657
1032409.286488311,1293244.485002322
1025058.405725928,1289615.291059799
1027416.077598369,1290898.873706126
1030167.005720897,1289566.355290016
1035578.373252104,1291742.052565011
1030433.050912796,1290682.095331781
1025470.665289321,1290442.707546499
1030839.496856521,1291360.483133199
1029678.261919639,1288221.067897138
1035818.327418455,1290693.21404197
1035955.237728145,1292034.583491664
1033369.610567985,1293948.335348744
1025689.254230327,1290935.067219241
1025536.88287675,1290961.876961621
1034831.172449227,1292168.148038663
1023867.398046598,1291195.296039289
1036115.07729996,1292591.18232871
1025853.881612245,1290173.209643468
1024060.672391226,1291895.832578851
1026928.725158634,1290339.673525479
1033057.935697105,1295449.532062365
1032179.902141163,1294439.716613932
1029991.086819914,1290713.506205326
1033069.176554655,1293877.756261989
1030945.351783797,1288562.206207935
1024680.937258241,1289549.521092306
1029019.516239038,1292298.303732298
1029689.170004913,1290529.936409095
1026996.105488787,1289118.282695383
1027529.651294281,1289770.226775529
1030441.062838191,1289958.367113208
1030730.044768588,1291663.103227388
1032278.981241859,1289556.694308464
1035603.658335769,1292949.870968942
1032879.465312219,1295043.663858269
1024759.286706008,1290136.719660494
1033817.88750389,1291305.579991431
1027853.819639157,1291460.549800969
1030462.804752968,1290527.548438137
1029375.372493901,1289166.345094935
1032699.183672439,1290545.144457937
1032639.232277374,1290716.700810503
1025727.085946414,1290638.015311798
1027300.087636591,1290791.813689838
1027427.898399079,1294098.143985246
1024904.407483275,1290220.572357225
1031439.208295039,1288979.555249131
1035401.111024748,1292519.806938641
1035074.027269845,1292049.545372807
1028917.668939113,1292151.78775504
1031257.020473593,1287735.387227759
1027992.066973059,1293082.446666723
1032988.19112416,1292473.336200486
1025295.285557384,1293440.342121505
1025045.529660353,1293315.191035994
1035981.221931125,1291290.317743937
1028976.077843924,1288778.506955343
1034478.610981031,1292818.703540014
1034572.490706093,1290742.41131271
1029732.248012794,1291846.520564257
1028903.353243086,1291533.648956703
1032744.652027497,1290368.527142836
1036092.970889184,1289818.702825139
1025548.326719354,1293562.083161681
1031187.505778564,1289769.15106869
1024136.931447198,1291806.874089166
1030264.673181177,1289378.545175694
1029108.92888165,1295408.648363085
1028942.557926843,1289636.077151583
1027907.907244107,1293946.341801704
1029457.569897656,1290279.822347234
1035781.462739813,1292535.544657151
1032991.337848062,1294861.07090473
1029743.122159462,1290849.772940825
1030810.220327363,1294349.361616804
1035763.83041267,1292044.683675159
1027406.318598414,1289949.255077963
1028149.866657329,1290321.484585267
1024053.750576865,1291700.788164545
1027069.357845886,1290267.909359268
1029948.266002336,1292986.407864803
1032259.524859512,1293520.650569474
1032877.608272681,1292949.524451916
1033612.420999912,1292404.018672697
1027528.347552076,1290456.902188449
1030712.388427608,1292335.348824576
1029312.861683519,1287317.720729153
1035979.949696759,1291233.339328892
1035414.908361485,1291718.550915174
1029247.77879117,1290749.565064451
1036129.013460684,1291959.714851455
1030162.992678646,1290034.621277151
1029959.94845234,1290175.329287008
1035893.540824376,1293318.689141339
1031011.232295199,1292767.350698827
1024126.248496024,1290137.395772848
1024313.1829024,1290878.210191197
1031076.427343419,1288668.509052165
1030588.060196796,1287912.217048751
1030936.403303399,1289205.493219738
1029016.004556374,1290310.389573367
1032091.808073028,1291664.145859614
1032477.07929329,1292018.383089186
1029918.20028075,1287129.577278136
1025355.496182133,1292292.382693586
1030545.073759415,1291040.773070885
1031666.219549551,1293084.475357571
1029169.243509845,1288054.961296778
1031889.915147016,1292332.500074885
1033284.212751419,1292694.831667441
1034131.633742991,1291509.776860003
1032574.247091544,1292430.727518399
1032829.910945666,1292023.590492673
1028930.893420242,1288248.582066426
1031977.232182853,1294905.732263204
1031608.617644134,1288391.223760699
1031748.508248814,1288526.144977587
1035825.687268183,1292380.445234272
1032402.219828744,1294971.161679816
1032445.813700358,1289735.342628983
1030890.697327654,1290097.353454878
1030446.782578688,1289473.733702905
1028625.60678038,1289312.876835041
1023696.681495778,1290842.453745053
1028895.695372788,1287640.348150447
1034932.698211642,1292501.190408223
1032565.196632674,1293250.532062486
1032436.935554715,1289491.379919479
1026156.934604146,1290000.943531116
1033968.800991941,1292788.103010762
1030021.23075044,1291909.506002624
1034092.805900291,1292470.278013315
1025419.000645804,1289950.781846293
1030226.66959985,1291106.360303966
1030399.460220233,1286769.970638996
1029519.116626355,1289514.58060052
1024787.029500777,1290443.916714468
1033146.428247523,1292708.191092697
1033730.551484872,1293185.236093321
1029566.235097637,1288225.585612404
1031417.617150076,1295965.26140381
1025214.666605141,1290622.249659502
1029826.355231431,1290701.53303783
1024922.977795818,1289716.336150162
1032113.840895535,1294592.712548569
1032288.199896547,1292733.334722178
1030847.213342352,1289962.400578172
1029904.025689265,1290607.014072729
1031491.495821464,1296151.77723129
1028035.659282271,1291027.560323493
1029765.740432841,1293132.547132007
1031817.947627134,1292022.497533326
1032331.090020571,1292529.159677757
1031669.322687762,1292836.014073381
1024298.993083521,1292360.004963303
1029405.020786058,1290651.265331543
1025419.725388297,1290517.189340794
1036018.548946669,1291635.401869192
1035193.165520359,1292794.782019875
1035746.076962707,1294731.051604741
1025501.83454987,1290493.97319253
1027304.234051288,1289078.796789262
1035955.642730862,1290562.360160762
1030785.423695628,1288200.337629954
1023819.296126854,1290751.253545622
1032798.9273445,1294459.09121844
1035185.236058211,1292691.122152163
1031715.150002604,1295097.594967342
1033101.847941105,1294084.656612248
1033071.467655626,1295346.083231691
1029010.838280139,1289282.050349589
1032556.539161474,1294278.217920617
1027767.609178127,1291687.804612451
1030837.768501989,1292519.814759134
1026944.654345349,1289759.706068456
1028747.160553883,1292336.771084316
1030451.779741082,1291775.711068406
1029973.038242394,1287286.752860299
1031944.358084554,1292466.585530409
1031268.194353693,1291842.22586166
1024709.342850592,1289762.341884988
1029196.157329313,1290611.848862179
1030787.217936771,1291854.603521001
1026973.219730405,1290620.509458849
1024922.474089056,1290139.09504855
1027919.642004399,1290514.851529186
1031315.858468329,1292545.131469729
1033819.110946767,1292182.130910879
1031214.139844232,1287990.559659162
1034901.605373807,1292725.299648658
1024763.365989191,1289610.036066061
1028918.81513464,1290137.281088346
1033823.349027926,1288755.622512527
1028728.537049822,1288831.600440111
1032987.809504106,1294343.51467739
1034652.792272851,1291602.904852461
1024364.864108475,1290569.240155544
1030063.513750771,1291056.270501493
1030815.181337152,1288892.72164491
1024951.161361663,1290220.307924145
1032259.194982009,1291243.87166996
1035844.276247668,1291217.182223842
1031019.98168911,1287360.106581255
1025382.863650304,1290372.063376044
1032775.482428183,1293542.947640292
1034176.043919281,1292630.594642597
1025760.772861077,1289174.443381049
1028989.743636553,1292581.155360973
1025735.909899472,1290287.147274511
1029181.076024219,1291038.563060797
1032356.885026377,1294087.834379992
1033127.770662902,1290196.315322182
1035545.399932351,1291206.598609197
1033636.235271638,1292724.77912611
1024610.851979597,1291810.121480843
1028397.113942528,1291286.275056334
1028772.62394692,1290132.825131917
1030532.279847345,1288741.973823197
1031903.700221345,1291759.403762733
1028935.694301533,1289130.095600757
1025630.483795883,1290330.885348445
1035752.760702816,1290006.532604348
1028658.153220662,1293329.616145875
1030302.809595261,1288085.674332734
1030702.377764652,1288800.884700119
1028660.016682575,1291775.555779877
1031687.13057885,1296195.355777577
1035001.557878052,1293333.336471691
1032373.788633981,1294828.001243816
1029311.678333025,1289990.202178668
1033153.898283345,1293016.359321289
1031798.603725083,1294088.91977115
1034431.256003127,1293054.792339526
1035229.143091664,1292563.220128376
1024904.537676615,1290741.63152221
1029188.273486885,1289515.429735777
1032773.169670497,1292165.627755829
1028306.100109325,1289910.813036564
1031959.749920294,1295247.108069249
1032456.225811391,1296032.141156386
1033817.177663094,1292040.697201944
1031992.896474801,1292094.725860796
1027065.428341499,1293934.227398685
1024931.360475751,1290884.014222265
1030683.979933686,1291314.547363764
1029269.798964646,1289657.905350644
1035671.934429629,1292844.981369676
1029583.821474382,1292899.745068079
1032705.979565991,1292445.835931561
1030089.000317182,1288031.791634133
1033401.500575191,1289880.17623485
1032161.32173669,1292879.061967252
1024594.519984886,1290972.762142839
1026129.435090997,1288742.673181112
1032363.701572481,1293417.341441282
1031313.427288854,1288197.876899713
1027449.698437067,1289604.864462811
1029629.685254194,1289566.593599667
1031304.741640274,1291973.941148939
1029085.78136586,1292519.820796313
1031823.042179033,1288902.008151611
1031326.695819334,1293245.29861639
1032211.672257736,1287391.569050275
1031346.918910544,1291449.788021464
1032749.075131514,1295649.252870575
1027419.296991033,1289384.715099797
1029148.372933493,1287068.751820078
1030480.501193584,1294662.66518073
1031789.728101148,1293379.892395751
1031115.303683146,1290515.061390937
1035638.97391112,1291902.993344358
1032990.10605921,1291773.363347122
1027660.16713758,1290873.373044224
1025427.899725851,1288558.736575208
1030247.221223083,1290706.462994873
1028845.553605857,1292068.354050082
1033232.744402717,1295023.718149794
1029028.918175493,1289396.969844776
1034508.10973095,1292663.216559464
1025020.407698937,1289952.476081565
1028456.767219141,1291938.377412382
1028204.235001843,1291156.097621799
1035094.502358967,1293187.240747559
1034833.105385553,1292043.983933096
1025312.34707802,1290279.814123811
1035744.248647098,1291435.249145062
1032565.36637056,1293911.953475452
1033343.297400987,1291259.18220118
1031133.016296736,1290348.4589176
1028152.584023335,1287824.423089233
1025346.436994519,1290676.309302251
1029655.718440205,1289155.898258724
1031411.058342966,1292918.318652371
1027661.359376342,1293789.045876609
1030805.774952034,1289241.237978222
1028465.692214089,1288257.632975332
1025123.872381423,1289961.378079099
1029801.413178996,1295160.856275599
1030060.653215283,1288615.663965052
1030849.068789565,1290659.425821993
1029376.351689707,1291666.427515766
1024575.793988246,1291616.599148063
1024068.950918157,1292844.422764641
1028831.122832225,1288690.451166812
1027949.518381477,1291615.298162553
1029458.771283547,1291323.859252937
1027809.157947626,1289945.73129685
1029213.046539873,1292483.327012419
1030578.698720588,1291326.640292354
1033387.831697953,1291349.893837791
1032176.693004206,1291627.496270883
1031544.231487046,1292774.391800925
1033362.398325125,1295695.265767373
1028808.325301085,1289900.46783773
1029268.834498153,1291946.046913503
1032725.292638171,1291740.495987102
1030540.468987086,1292717.909202154
1035540.040351462,1291478.604005708
1026748.075328496,1290928.225763902
1024069.429868649,1291378.920888212
1031822.431006041,1291172.810839985
1030666.841858411,1290458.12389584
1028087.654003286,1294905.024917662
1025180.41459204,1288674.984687252
1027152.578697727,1287543.500789168
1031181.037284372,1291460.595892191
1026953.053487181,1290519.346548986
1028794.080482291,1286737.58811031
1033860.439530013,1291584.20988061
1032308.859029635,1291984.212943028
1028622.138648887,1290076.564569553
1032590.572342043,1294612.537723892
1034191.190669037,1292973.719247417
1031600.838539534,1293397.358238391
1034873.471704,1293313.059548924
1033173.346540798,1291218.98764223
1024135.432581659,1290330.071567674
1032197.745887992,1295947.775885606
1029670.032747834,1291996.312436472
1034772.998056985,1290960.151192537
1032637.875600094,1295081.203419371
1031517.547270523,1292413.579710515
1032551.229013083,1292707.942149085
1031509.050183962,1290810.034913637
1028300.612251716,1291984.147194926
1030336.034319958,1289652.414264116
1024185.262404448,1290958.246442187
1034741.376037287,1292785.499037375
1032545.481858287,1293471.17829728
1026699.496946941,1290507.691398084
1027904.481054687,1290820.474977853
1024777.780903244,1292633.971586957
1032733.31219283,1294367.258467638
1030150.284241103,1292035.141115928
1025512.813244733,1290246.913846503
1034422.100652786,1291094.796080536
1024297.036234052,1291067.684162473
1032230.340508107,1291403.428247964
1035350.877562446,1292621.307756209
1028068.416960824,1289237.637455344
1032649.412309072,1295201.025375679
1024234.094568035,1290188.851194785
1032888.568475291,1294687.73923338
1029917.572623978,1292467.93421608
1024535.32197051,1291090.133216801
1032367.317347275,1294611.753052773
1027422.50871865,1294519.624197435
1031176.841059542,1286680.718622947
1028271.778413466,1288535.961302744
1026433.911108106,1294041.624657451
1029015.296505382,1291670.986357146
1033029.475300117,1293356.06362982
1030439.449002933,1288398.472184671
1030849.029340527,1291249.805459685
1026804.36323102,1294199.654135927
1032213.952603679,1293026.878604088
1032249.994016723,1294302.377889088
1029447.065508702,1289943.597716456
1031165.076913806,1288759.166760232
1035486.980723226,1292403.006358844
1031040.246102467,1294206.107785223
1025845.770252417,1290395.919428201
1033201.531376328,1292371.16608072
1030007.874421688,1288222.968889236
1032266.512930406,1293136.314204607
1029419.051892728,1289414.330776503
1033059.810780871,1292363.852159856
1036122.246747141,1293711.666817924
1027583.49318514,1291209.365774597
1031121.276399757,1293135.102667182
1033131.145837682,1292859.510443498
1032527.433797023,1295384.457899204
1032578.388441242,1291927.529886324
1026617.883427452,1289918.231241678
1035058.732398418,1295631.819878697
1031022.172087965,1288841.389015178
1033162.407269697,1291798.027529562
1031566.112840481,1288878.970683851
1028714.453225598,1287980.118388173
1030467.018143273,1292446.972692339
1031730.796519957,1288180.500857309
1023545.020345596,1291971.00774341
1033629.953144556,1290676.640672474
1029770.868250143,1289565.524067148
1033606.587859849,1289475.393708056
1033068.774605435,1293169.006076595
1025113.961701555,1290019.292620096
1029444.216384885,1286172.428406123
1031830.325510425,1289964.218865295
1024480.042135541,1289449.739109149
1028593.894273558,1288063.236555067
1029235.652032875,1291204.968529657
1032396.469791114,1291976.993325615
1024425.488737987,1291220.440945631
1034098.612675271,1290728.940084205
1028020.244615203,1292858.541831682
1033251.082761544,1290071.562729415
1031533.099408048,1293065.258706626
1031545.535610862,1291771.387718994
1030643.893506848,1289289.706900058
1028199.859651459,1292179.126519149
1025563.94463713,1290375.890658955
1032093.343921877,1290045.182112119
1029406.851818963,1293028.872755706
1034036.364041084,1290167.447722535
1032246.416987254,1289281.77858875
1030747.40886874,1290550.151722422
1032891.70176529,1291650.308202959
1031996.089567257,1291196.21649092
1024880.217870157,1290064.917760717
1035602.788540715,1291018.718692615
1024365.484430252,1290269.326898213
1027024.884959562,1290800.416855075
1023860.756943227,1290371.649294648
1029520.48316323,1290919.271062656
1029863.459595186,1292827.050170804
1025791.616402065,1289818.128937886
1030165.379328627,1290725.094709019
1030149.995996632,1291147.981079384
1034470.212305714,1292891.551125967
1027887.127160082,1291582.485535576
1033214.801899242,1292215.76061277
1023565.896512092,1291184.979093651
1033422.375983109,1290898.604207433
1031685.944366532,1288708.988696913
1029273.240578089,1290468.518027256
1034120.127211763,1290920.509866957
1030835.670448343,1292410.318567649
1033128.236258255,1292556.867825907
1031011.01846685,1291962.750048747
1029614.334352037,1291506.374021763
1028374.16218855,1286655.223314665
1032807.680376696,1290082.15884815
1024326.307718427,1290449.246866031
1033065.211554556,1292192.505208025
1029564.316151884,1291223.032782889
1027771.013024606,1290580.951900236
1029135.092840899,1289364.496320636
1034703.620764768,1293623.681017687
1029162.603260092,1292180.522492354
1031857.53650397,1296811.652547539
1031767.843298415,1294905.867493922
1028891.433486131,1292509.299232464
1027730.968401306,1289730.998529134
1032563.290074415,1291140.946407008
1032301.362576297,1295094.094202437
1027674.729376567,1290263.419985778
1026164.230576113,1290622.557601309
1029068.800253514,1292260.17918753
1025382.240384481,1289801.973622141
1024533.639975128,1289966.766011269
1030446.120693906,1288204.086885199
1029535.895279686,1289750.229683265
1036082.293137169,1291492.066125702
1032844.736388243,1289623.016670372
1024748.502277196,1292341.096882063
1028852.343309809,1290610.581264837
1033460.729068198,1291172.838195899
1030653.404056783,1287539.481943626
1031061.243793009,1289113.824733634
1031690.592248001,1294976.449866203
1030226.481570174,1290078.560787802
1034134.793313462,1291831.122440165
1035114.535440563,1291023.34312736
1026778.410379302,1287832.166114209
1032990.600926523,1289797.951482111
1034389.840150282,1291687.493088303
1028247.635812475,1290683.004545659
1030158.702361793,1289255.05457667
1032825.558917098,1291495.689481429
1027344.404258948,1290431.086841471
1030376.852021447,1289896.081698342
1032124.273273137,1291485.403598694
1028947.536985081,1292457.740120089
1028984.564829851,1292437.77166045
1029146.695568999,1288588.439656869
1029200.450922592,1292549.796494309
1025117.425449145,1289750.577412062
1025187.47100491,1289691.73128722
1032757.350619338,1291441.632857106
1027758.311384224,1293146.192115981
1023872.634678874,1290644.51194868
1029412.601044953,1287014.14744278
1025472.132929991,1289840.757197866
1025942.269009415,1289350.818499443
1031350.049602928,1290793.596835766
1032358.41803522,1291607.266405412
1030270.625604542,1291996.61219417
1031321.850589249,1289661.814049071
1029683.420309487,1289818.781065126
1033108.020513215,1294618.719940728
1025969.568209665,1290248.179047495
1030893.092046157,1288747.970761368
1030360.818660034,1291278.500883682
1025120.131335338,1293183.607639115
1035703.740718135,1290621.954771803
1029827.155073461,1287632.992921958
1024479.292385807,1291857.70399792
1031051.139594995,1289441.684067853
1029678.531086249,1288423.403283605
1030973.633053026,1295038.148775135
1023739.894503175,1292289.893668032
1034351.871310023,1292491.587573413
1024301.979417139,1291360.207587471
1030744.303893614,1289441.27396477
1029052.329005455,1292198.968614797
1032835.400553744,1290849.204075433
1033979.56790375,1290610.090436517
1029240.776337898,1288553.248744224
1035045.635670527,1292447.231877157
1031784.112706857,1293100.542616247
1032306.670459552,1290509.496127036
1024480.115131531,1289374.077253628
1024280.930578894,1290970.074191197
1031238.065832082,1289102.551695286
1033044.671121389,1293666.823379545
1031232.469627719,1288496.391187732
1031917.72900528,1290434.900252007
1025122.804655853,1289263.014654458
1024520.383176131,1289082.844648828
1024486.79095383,1289293.491160667
1035335.048757557,1291473.461780532
