Xm,Ym,B_1
1029529.97836245,1295874.13194483,0.0199999995529652
1029745.70098193,1295989.53599838,0.0199999995529652
1029965.62181182,1296107.18594762,0.0199999995529652
1030189.82240486,1296227.12542039,0.0199999995529652
1030418.3862071,1296349.39905743,0.0199999995529652
1030651.3979701,1296474.05219784,0.0199999995529652
1030888.94442745,1296601.13124106,0.0199999995529652
1031131.11366582,1296730.68331039,0.0199999995529652
1031377.99575742,1296862.75659129,0.0199999995529652
1031629.68238793,1296997.40013241,0.0199999995529652
1031886.26703428,1297134.66394063,0.0199999995529652
1032410.36275,1297149.82825,0.0199999995529652
1032672.88050001,1297025.0575,0.0199999995529652
1032935.39824999,1296900.28675001,0.0199999995529652
1033197.916,1296775.516,0.0199999995529652
1033460.43375001,1296650.74524999,0.0199999995529652
1033722.95149999,1296525.9745,0.0500000007450581
1033985.46925,1296401.20375,0.0500000007450581
1034247.987,1296276.433,0.0500000007450581
1034510.50475,1296151.66225,0.0500000007450581
1034773.02250001,1296026.8915,0.0500000007450581
1035035.54024999,1295902.12075001,0.0500000007450581
1035298.058,1295777.35,0.0500000007450581
1035560.57575001,1295652.57924999,0.0500000007450581
1035823.09349999,1295527.8085,0.0500000007450581
1036085.61125,1295403.03775,0.0500000007450581
1036337.0704978,1294994.74945126,0.0500000007450581
1036326.62958595,1294727.06566532,0.0500000007450581
1036316.77177313,1294474.33135521,0.0500000007450581
1036307.46449433,1294235.7116196,0.0500000007450581
1036298.6770052,1294010.41823607,0.0500000007450581
1036290.38027572,1293797.70693363,0.0500000007450581
1036282.54689863,1293596.87504614,0.0500000007450581
1036275.15099729,1293407.25914864,0.0500000007450581
1036268.16813826,1293228.23281779,0.0500000007450581
1036261.57525491,1293059.20467138,0.0500000007450581
1036255.35056687,1292899.61630575,0.0500000007450581
1036249.47351406,1292748.94060138,0.0500000007450581
1036243.92468049,1292606.67977226,0.0500000007450581
1036238.68573389,1292472.36381605,0.0500000007450581
1036233.73937083,1292345.54910776,0.0500000007450581
1036229.06924996,1292225.81668868,0.0500000007450581
1036224.65994422,1292112.77103997,0.0500000007450581
1036220.4968873,1292006.03871102,0.0500000007450581
1036216.5663267,1291905.26711596,0.0500000007450581
1036212.85527892,1291810.12338379,0.0500000007450581
1036209.35148353,1291720.29318236,0.0500000007450581
1036206.04336691,1291635.47978741,0.0500000007450581
1036218.16225,1291482.82125001,0.0500000007450581
1036233.4045,1291410.2395,0.0500000007450581
1036248.64675,1291337.65774999,0.0500000007450581
1036264.39474572,1291185.43792965,0.0500000007450581
1036264.93504407,1291100.35897487,0.0500000007450581
1036265.512256,1291009.46736324,0.0500000007450581
1036266.12890331,1290912.3659953,0.0500000007450581
1036266.78768026,1290808.63061548,0.0500000007450581
1036267.49146516,1290697.80798448,0.0500000007450581
1036268.24333301,1290579.41389437,0.0500000007450581
1036269.04656899,1290452.93103864,0.0500000007450581
1036269.90468235,1290317.8068288,0.0500000007450581
1036270.82142228,1290173.45088943,0.0500000007450581
1036271.80079443,1290019.23246602,0.0500000007450581
1036272.84707796,1289854.47773482,0.0500000007450581
1036273.96484394,1289678.4669026,0.0500000007450581
1036275.15897629,1289490.43091743,0.0500000007450581
1036276.43469233,1289289.54822257,0.0500000007450581
1036277.79756599,1289074.94111372,0.0500000007450581
1036279.25355183,1288845.67194283,0.0500000007450581
1036280.80901136,1288600.73898672,0.0500000007450581
1036282.47074098,1288339.07203863,0.0500000007450581
1036002.52356001,1287967.537,0.0500000007450581
1035720.80112005,1287875.54600002,0.0500000007450581
1035439.07868004,1287783.55500001,0.0199999995529652
1035157.35624005,1287691.56400002,0.0199999995529652
1034875.63380004,1287599.57300001,0.0199999995529652
1034593.91136,1287507.582,0.0199999995529652
1034312.18892,1287415.591,0.0199999995529652
1034030.46647996,1287323.59999999,0.0199999995529652
1033748.74403998,1287231.60899999,0.0199999995529652
1033467.02159996,1287139.61799999,0.0199999995529652
1033185.29916,1287047.627,0.0199999995529652
1032903.57672002,1286955.63600001,0.0199999995529652
1032621.85428003,1286863.64500001,0.0199999995529652
1032340.13184004,1286771.65400001,0.0199999995529652
1032058.40940004,1286679.66300001,0.0199999995529652
1031776.68696002,1286587.67200001,0.0199999995529652
1031494.96452004,1286495.68100001,0.0199999995529652
1031213.24208,1286403.69,0.0199999995529652
1030931.51964,1286311.699,0.0199999995529652
1030649.79719996,1286219.70799999,0.0199999995529652
1030368.07475995,1286127.71699998,0.0199999995529652
1030086.35231996,1286035.72599999,0.0199999995529652
1029804.62987995,1285943.73499998,0.0199999995529652
1029522.90743999,1285851.744,0.0199999995529652
1029009.61042855,1285925.16342858,0.0199999995529652
1028778.0358571,1286090.57385717,0.0199999995529652
1028546.46128578,1286255.98428567,0.0199999995529652
1028314.88671434,1286421.39471424,0.0199999995529652
1028083.31214289,1286586.80514283,0.0329999998211861
1027851.73757145,1286752.21557141,0.0329999998211861
1027620.163,1286917.626,0.0329999998211861
1027388.58842855,1287083.03642858,0.0329999998211861
1027157.01385711,1287248.44685717,0.0329999998211861
1026925.43928566,1287413.85728576,0.0329999998211861
1026693.86471422,1287579.26771433,0.0329999998211861
1026462.2901429,1287744.67814283,0.0329999998211861
1026230.71557145,1287910.08857142,0.0329999998211861
1025746.27216674,1288189.9553333,0.0329999998211861
1025493.40333326,1288304.4116667,0.0329999998211861
1025240.5345,1288418.868,0.0329999998211861
1024987.66566674,1288533.3243333,0.0329999998211861
1024734.79683326,1288647.7806667,0.0199999995529652
1024467.72974641,1288915.82085976,0.0199999995529652
1024456.80705956,1289033.97260245,0.0199999995529652
1024448.40425759,1289124.86651072,0.0199999995529652
1024390.97599997,1289238.47433336,0.0199999995529652
1024340.01200003,1289282.15766664,0.0199999995529652
1024289.048,1289325.841,0.0199999995529652
1024238.08399997,1289369.52433336,0.0199999995529652
1024187.12000003,1289413.20766664,0.0199999995529652
1024108.21301378,1289529.77929973,0.0199999995529652
1024080.09628596,1289603.12079833,0.0199999995529652
1024051.80473932,1289676.91830572,0.0199999995529652
1024023.33728442,1289751.17466361,0.0199999995529652
1023994.69283296,1289825.89271082,0.0199999995529652
1023965.87027187,1289901.07535076,0.0199999995529652
1023936.86850668,1289976.72543831,0.0199999995529652
1023907.6864146,1290052.84590223,0.0199999995529652
1023878.32288667,1290129.43963522,0.0199999995529652
1023848.77677444,1290206.50963294,0.0199999995529652
1023819.04696071,1290284.05880957,0.0199999995529652
1023789.13228676,1290362.09018762,0.0199999995529652
1023759.03161954,1290440.60672257,0.0199999995529652
1023728.74379643,1290519.61144711,0.0199999995529652
1023698.26765499,1290599.10739343,0.0199999995529652
1023667.60202254,1290679.09762037,0.0199999995529652
1023636.74571451,1290759.58521789,0.0199999995529652
1023605.69756091,1290840.57323788,0.0199999995529652
1023574.45635353,1290922.06483183,0.0199999995529652
1023543.02089822,1291004.06311473,0.0199999995529652
1023511.38998907,1291086.57123212,0.0199999995529652
1023479.56240884,1291169.59235913,0.0199999995529652
1023447.53693285,1291253.12969027,0.0199999995529652
1023415.31233874,1291337.18641405,0.0199999995529652
1023382.8873765,1291421.76579107,0.0199999995529652
1023350.26080255,1291506.87106516,0.0199999995529652
1023317.43137222,1291592.50548301,0.0199999995529652
1023284.3978187,1291678.67234905,0.0199999995529652
1023251.15887527,1291765.37496747,0.0199999995529652
1023217.713261,1291852.61667952,0.0199999995529652
1023184.05968879,1291940.40084258,0.0199999995529652
1023150.19687448,1292028.73080631,0.0199999995529652
1023116.12350872,1292117.6099861,0.0199999995529652
1023081.83828936,1292207.0417786,0.0199999995529652
1023047.33989115,1292297.02964063,0.0199999995529652
1028525.88000003,1294037.18359995,0.0329999998211861
1028642.36900001,1293810.03019998,0.0329999998211861
1028758.85799999,1293582.87680002,0.0329999998211861
1028875.34699997,1293355.72340005,0.0329999998211861
1029237.29485719,1293215.9367143,0.0329999998211861
1029482.75371426,1293303.30342856,0.0199999995529652
1029728.2125714,1293390.67014285,0.0199999995529652
1029973.67142859,1293478.03685715,0.0199999995529652
1030219.13028574,1293565.40357144,0.0199999995529652
1030464.58914281,1293652.7702857,0.0199999995529652
1030570.26120002,1293984.76379996,0.0199999995529652
1030430.47440001,1294229.39059997,0.0199999995529652
1030290.68759999,1294474.01740002,0.0199999995529652
1030150.90079998,1294718.64420004,0.0199999995529652
1029744.16016659,1294846.78199996,0.0199999995529652
1029477.20633341,1294730.29300003,0.0199999995529652
1029210.2525,1294613.804,0.0199999995529652
1028943.29866659,1294497.31499997,0.0329999998211861
1028676.34483341,1294380.82600004,0.0329999998211861
1025567.05919996,1292476.23120006,0.0329999998211861
1025724.31939998,1292231.60440002,0.0329999998211861
1025881.57960002,1291986.97759997,0.0329999998211861
1026038.83980004,1291742.35079994,0.0329999998211861
1026458.20016667,1291623.92033333,0.0329999998211861
1026720.30033332,1291750.11666666,0.0329999998211861
1026982.4005,1291876.313,0.0329999998211861
1027244.50066668,1292002.50933334,0.0329999998211861
1027506.60083333,1292128.70566667,0.0329999998211861
1027618.2361667,1292473.31883329,0.0329999998211861
1027467.77133334,1292691.73566665,0.0329999998211861
1027317.3065,1292910.1525,0.0329999998211861
1027166.84166666,1293128.56933335,0.0329999998211861
1027016.3768333,1293346.98616671,0.0329999998211861
1026623.22650002,1293424.64550001,0.0329999998211861
1026380.54100001,1293283.88800001,0.0329999998211861
1026137.8555,1293143.1305,0.0329999998211861
1025895.16999999,1293002.37299999,0.0329999998211861
1025652.48449998,1292861.61549999,0.0329999998211861
1033884.37333335,1294186.67766665,0.0500000007450581
1034029.98466665,1293992.52933335,0.0500000007450581
1034379.45149999,1293900.309,0.0500000007450581
1034583.307,1294002.237,0.0500000007450581
1034787.16250001,1294104.165,0.0500000007450581
1034862.04814285,1294430.75028574,0.0500000007450581
1034733.07828572,1294655.40757141,0.0500000007450581
1034604.10842857,1294880.06485715,0.0500000007450581
1034475.13857143,1295104.72214285,0.0500000007450581
1034346.16871428,1295329.37942859,0.0500000007450581
1034217.19885716,1295554.03671426,0.0500000007450581
1034018.33560001,1295499.12040006,0.0500000007450581
1033948.44219997,1295219.54679986,0.0500000007450581
1033878.54880003,1294939.97320014,0.0500000007450581
1033808.65539999,1294660.39959994,0.0500000007450581
1034675.52766665,1289507.70333332,0.0500000007450581
1034476.52533335,1289337.82366668,0.0199999995529652
1034401.293,1288920.405,0.0199999995529652
1034748.33333334,1288740.818,0.0199999995529652
1034971.60366666,1288808.77,0.0199999995529652
1035088.09266665,1289143.6756667,0.0500000007450581
1034981.31133335,1289410.6293333,0.0500000007450581
1032912.41824999,1288694.70774999,0.0199999995529652
1032697.64150001,1288498.13250001,0.0199999995529652
1032482.86475004,1288301.55725003,0.0199999995529652
1032282.6495,1287864.7235,0.0199999995529652
1032584.793,1287675.429,0.0199999995529652
1032872.375,1287726.393,0.0199999995529652
1033159.957,1287777.357,0.0199999995529652
1033367.45300001,1288094.06149998,0.0199999995529652
1033287.367,1288359.802,0.0199999995529652
1033207.28099999,1288625.54250002,0.0199999995529652
1029117.74683332,1291891.7345,0.0329999998211861
1029210.38566665,1291881.131,0.0329999998211861
1029303.02449998,1291870.5275,0.0329999998211861
1029395.66333331,1291859.924,0.0329999998211861
1029488.30216667,1291849.3205,0.0329999998211861
1029659.85279997,1291799.41940001,0.0199999995529652
1029738.76460001,1291760.12179999,0.0199999995529652
1029817.67639999,1291720.82420001,0.0199999995529652
1029896.58820003,1291681.52659999,0.0199999995529652
1029935.4835,1291477.1595,0.0199999995529652
1029828.77266667,1291335.43333334,0.0199999995529652
1029762.07833333,1291268.73866666,0.0199999995529652
1029634.289,1291175.7915,0.0329999998211861
1029322.068,1291031.588,0.0329999998211861
1029185.35399998,1290908.36599997,0.0329999998211861
1029072.91766664,1290780.97266664,0.0329999998211861
1029024.00233336,1290726.39633336,0.0329999998211861
1028930.48340002,1290602.10600003,0.0329999998211861
1028885.87980001,1290532.39200002,0.0329999998211861
1028841.27619999,1290462.67799998,0.0329999998211861
1028796.67259998,1290392.96399998,0.0329999998211861
1028736.37133334,1290246.02533335,0.0329999998211861
1028720.67366666,1290168.80066665,0.0329999998211861
1028719.2265,1289998.775,0.0329999998211861
1028765.496,1289838.838,0.0329999998211861
1028829.017,1289698.3685,0.0329999998211861
1028912.6785,1289562.0305,0.0329999998211861
1029025.2605,1289463.909,0.0329999998211861
1029185.449,1289430.045,0.0329999998211861
1029361.91333332,1289484.65399999,0.0329999998211861
1029438.61166668,1289538.01000001,0.0329999998211861
1029575.335,1289616.3765,0.0329999998211861
1029725.3965,1289771.4415,0.0329999998211861
1029800.42774999,1289901.49649999,0.0329999998211861
1029855.4505,1289971.526,0.0329999998211861
1029910.47325001,1290041.55550001,0.0199999995529652
1030025.52066666,1290148.26699999,0.0199999995529652
1030085.54533334,1290184.94900001,0.0199999995529652
1030212.26433331,1290241.63933333,0.0199999995529652
1030278.95866669,1290261.64766667,0.0199999995529652
1030392.33866659,1290338.34666658,0.0199999995529652
1030439.02433341,1290395.03733342,0.0199999995529652
1030642.44200003,1290565.10900003,0.0199999995529652
1030709.13599997,1290638.47299997,0.0199999995529652
1030817.51383341,1290790.20333348,0.0199999995529652
1030859.19766673,1290868.56966679,0.0199999995529652
1030900.8815,1290946.936,0.0199999995529652
1030942.56533327,1291025.30233321,0.0199999995529652
1030984.24916659,1291103.66866652,0.0199999995529652
1031048.44225,1291267.07075,0.0199999995529652
1031070.9515,1291352.1065,0.0199999995529652
1031093.46075,1291437.14225,0.0199999995529652
1031135.97825,1291614.717,0.0199999995529652
1031155.9865,1291707.256,0.0199999995529652
1031175.99475,1291799.795,0.0199999995529652
1031226.0155,1291969.86674999,0.0199999995529652
1031256.028,1292047.3995,0.0199999995529652
1031286.0405,1292124.93225001,0.0199999995529652
1031319.38766667,1292275.82900004,0.0199999995529652
1031322.72233333,1292349.19299996,0.0199999995529652
1031362.73866668,1292485.91700003,0.0199999995529652
1031399.42033332,1292549.27699997,0.0199999995529652
1031492.79233333,1292659.32333333,0.0199999995529652
1031549.48266667,1292706.00966667,0.0199999995529652
1031661.1955,1292772.7045,0.0199999995529652
1031814.25840004,1292796.7146,0.0199999995529652
1031912.29879998,1292800.7162,0.0199999995529652
1032010.33920002,1292804.7178,0.0199999995529652
1032108.37959996,1292808.7194,0.0500000007450581
1032268.4195,1292795.8,0.0500000007450581
1032425.809,1292783.49033333,0.0500000007450581
1032521.199,1292788.10166667,0.0500000007450581
1032696.62216666,1292817.7235,0.0500000007450581
1032776.65533332,1292842.734,0.0500000007450581
1032856.6885,1292867.7445,0.0500000007450581
1032936.72166668,1292892.75500001,0.0500000007450581
1033016.75483334,1292917.7655,0.0500000007450581
1033181.823,1292932.772,0.0500000007450581
1033361.34144444,1292916.09855556,0.0500000007450581
1033455.82488887,1292909.42911111,0.0500000007450581
1033550.3083333,1292902.75966667,0.0500000007450581
1033644.79177775,1292896.09022222,0.0500000007450581
1033739.27522225,1292889.42077778,0.0500000007450581
1033833.7586667,1292882.75133333,0.0500000007450581
1033928.24211113,1292876.08188889,0.0500000007450581
1034022.72555556,1292869.41244444,0.0500000007450581
1034187.23775007,1292892.75550003,0.0500000007450581
1034257.2665,1292922.768,0.0500000007450581
1034327.29524993,1292952.78049997,0.0500000007450581
1034477.813,1292977.925,0.0500000007450581
1034645.75099996,1292925.02900002,0.0500000007450581
1034733.20000004,1292877.00099998,0.0500000007450581
1034901.38433337,1292800.22499999,0.0500000007450581
1034982.11966663,1292771.47700001,0.0500000007450581
1035162.64,1292747.694,0.0500000007450581
1035281.02233335,1292712.67933332,0.0500000007450581
1035344.38166665,1292682.66666668,0.0500000007450581
1035461.09633352,1292582.62466642,0.0500000007450581
1035514.45166648,1292512.59533358,0.0500000007450581
1035584.48066666,1292345.8586667,0.0500000007450581
1035601.15433334,1292249.1513333,0.0500000007450581
1035657.84433331,1292062.40600006,0.0500000007450581
1035697.86066669,1291972.36799994,0.0500000007450581
1035778.112,1291716.5805,0.0500000007450581
1035861.236,1291609.2285,0.0500000007450581
1035980.33599998,1291568.95166667,0.0500000007450581
1036059.69200002,1291562.17733333,0.0500000007450581
1024337.82199992,1289596.59042851,0.0199999995529652
1024412.07799996,1289650.74285712,0.0199999995529652
1024486.33399998,1289704.8952857,0.0199999995529652
1024560.59000002,1289759.0477143,0.0199999995529652
1024634.84600004,1289813.20014288,0.0199999995529652
1024709.10200008,1289867.35257149,0.0199999995529652
1024858.389,1289961.5215,0.0199999995529652
1025028.34366669,1290054.53400001,0.0329999998211861
1025096.51233331,1290094.12699999,0.0329999998211861
1025296.3935,1290194.658,0.0329999998211861
1025406.439,1290269.6895,0.0329999998211861
1025657.05166665,1290518.42233332,0.0329999998211861
1025730.41533335,1290565.10866668,0.0329999998211861
1025850.46499997,1290661.81599997,0.0329999998211861
1025897.15100003,1290711.83700003,0.0329999998211861
1026036.37500004,1290794.37175001,0.0329999998211861
1026128.913,1290826.8855,0.0329999998211861
1026221.45099996,1290859.39924999,0.0329999998211861
1026379.06233328,1290914.18133332,0.0329999998211861
1026444.13566672,1290936.44966668,0.0329999998211861
1026591.6735,1290970.3345,0.0329999998211861
1026761.67399997,1291014.46474999,0.0329999998211861
1026849.21,1291046.9785,0.0329999998211861
1026936.74600003,1291079.49225001,0.0329999998211861
1027069.301,1291147.0205,0.0329999998211861
1027257.71233327,1291248.72966661,0.0329999998211861
